ID,fq6,fq14_ch_age,fq14_3,f_sep,ss_all,asbi_express,asbi_comply,asbi_disrupt,ch_ST_recs,ch_PA_recs,fq16_st_wk_trunc_hrs,fq16_tv_hrs,fq16_comp_hrs,fq18_avg_out_hrs
30006,Female,2.078029,No,3,68,34,23,15,0,0,1.785714,1.142857,0.6428572,1.214286
300010,Female,5.117043,No,3,76,37,27,14,0,1,1.642857,1.142857,0.5,3.357143
30782,Male,4.563997,No,2,85,38,30,9,0,1,2.642857,2,0.6428572,8
30638,Female,5.371663,No,2,79,38,27,12,0,1,4.214286,1.928571,2.285714,4.285714
30430,Female,3.047228,No,3,80,35,29,10,1,0,0.6428572,0.5,0.1428571,1.857143
30094,Male,2.116359,No,3,61,30,20,15,1,0,0.5,0.5,0,2
30775,Male,4.295688,No,3,76,38,24,12,0,0,3.571429,2.571429,1,2.428571
300031,Female,2.551677,No,3,74,38,21,11,0,0,1.428571,1.285714,0.1428571,2.285714
30920,Female,3.56742,No,2,80,34,27,7,0,0,1.5,1,0.5,2.714286
30640,Male,4.996578,No,3,83,36,29,8,0,1,3.642857,2.642857,1,10.57143
300030,Male,3.690623,No,3,69,31,22,10,0,0,1.642857,1.142857,0.5,2
30941,Female,2.067077,No,3,70,35,20,11,0,0,1.142857,1,0.1428571,1.857143
30764,Male,2.757016,No,3,81,37,26,8,1,1,0.6428572,0.6428572,0,6.142858
30347,Male,3.282683,No,3,75,36,22,9,0,1,1.642857,1.142857,0.5,3.642857
30192,Male,4.386037,No,2,69,32,21,10,0,1,7.428572,3.714286,3.714286,12
30091,Male,3.531827,No,3,70,34,21,11,0,1,1.642857,1.142857,0.5,3
30424,Female,4.654346,No,3,78,34,29,11,0,1,2.285714,2.285714,0,3.142857
30167,Male,4.750171,No,3,84,37,29,8,0,0,1.285714,0.6428572,0.6428572,2.428571
30542,Male,3.693361,No,3,77,36,24,9,1,1,0.2857143,0.2857143,0,4
30512,Male,5.713894,No,3,78,38,26,12,0,0,1.5,1,0.5,2
30138,Male,4.298426,No,2,79,37,25,9,0,1,4.285714,3,1.285714,3.785714
30323,Female,5.91102,No,3,81,37,29,11,0,0,5.428572,3.285714,2.142857,1.285714
30953,Female,3.964408,No,3,81,39,26,10,1,1,0.5714285,0.2857143,0.2857143,4
30500,Male,2.417522,No,3,79,35,26,8,0,1,2.357143,2,0.3571429,4
30256,Male,2.691307,Yes,3,64,29,19,10,0,1,2.428571,2.285714,0.1428571,6.214286
30320,Male,4.561259,No,2,83,38,26,7,0,1,6.071428,5.571428,0.5,9.714285
30768,Female,4.479124,No,3,77,34,28,11,0,1,2.428571,1.928571,0.5,3.285714
30789,Male,2.140999,No,3,84,37,29,10,0,1,1.071429,0.9285715,0.1428571,5.428572
300048,Male,3.351129,No,3,79,38,25,10,0,1,1.785714,1.142857,0.6428572,7.785714
30884,Female,3.88501,No,3,76,36,26,12,1,0,0.6428572,0.6428572,0,1
30416,Female,2.759754,No,2,83,39,28,10,0,1,2.785714,2.285714,0.5,3.714286
30203,Male,3.468857,Yes,3,68,34,19,11,1,1,0.5,0,0.5,3.642857
30157,Male,2.590007,No,3,69,33,20,12,1,0,0.5714285,0.2857143,0.2857143,1
30888,Female,4.347707,No,1,73,37,23,13,0,0,2.357143,2.214286,0.1428571,1.857143
30435,Female,4.657084,No,3,82,36,29,9,0,1,1.785714,1.142857,0.6428572,4
30780,Female,2.036961,No,1,79,34,29,10,1,1,0.6428572,0.5,0.1428571,6.571428
30478,Male,3.915127,No,3,82,38,27,9,1,0,1,0.6428572,0.3571429,2.928571
30524,Male,5.043121,No,3,84,37,29,8,0,1,1.785714,1.214286,0.5714285,5.142858
30064,Female,2.699521,No,1,79,37,25,9,0,1,2.571429,2.571429,0,3.428571
30783,Female,3.852156,No,1,77,39,24,12,0,1,8.857143,6.142858,2.714286,12
30529,Male,4.845996,No,3,83,37,27,7,0,1,1.285714,1.285714,0,4
30259,Male,3.660506,No,2,79,39,25,11,1,1,1,0.6428572,0.3571429,4.571428
300032,Male,3.802875,No,3,78,36,26,10,0,1,1.285714,0.6428572,0.6428572,3.285714
30002,Male,4.654346,No,3,67,32,22,13,0,0,1.642857,1,0.6428572,1.285714
30185,Male,3.479808,No,2,83,39,27,9,0,1,2.285714,1.785714,0.5,5.5
30769,Female,4.895277,No,3,80,39,25,10,0,1,3.142857,2.5,0.6428572,3.285714
30825,Male,3.958932,No,3,81,37,28,10,0,1,2.285714,2.142857,0.1428571,3.714286
30718,Female,3.756331,No,3,69,29,23,9,0,0,1.285714,0.7857143,0.5,2.214286
30821,Female,2.94319,No,3,76,34,26,10,1,1,0.9285715,0.7857143,0.1428571,3.285714
30881,Male,2.475017,Yes,3,82,39,26,9,0,0,2,1.357143,0.6428572,2.714286
30289,Male,4.169747,No,3,79,39,25,11,0,1,1.785714,1.785714,0,4.285714
30532,Male,2.915811,No,3,84,39,29,10,1,1,0.6428572,0.6428572,0,4.571428
30743,Female,5.043121,Yes,3,76,30,30,10,0,1,4.285714,2,2.285714,3.285714
30482,Male,3.37577,No,3,78,35,30,13,1,1,1,0.5,0.5,5.857142
30741,Male,3.422313,No,3,69,33,21,11,0,0,1.928571,0.7142857,1.214286,0.6428572
30228,Male,4.70089,No,3,82,37,27,8,0,1,1.5,0.8571428,0.6428572,3.428571
30766,Male,3.126626,No,3,87,39,30,8,0,1,1.071429,0.9285715,0.1428571,4.428572
30341,Male,2.335387,Yes,2,82,38,27,9,0,1,3.214286,2.214286,1,3.285714
30922,Female,4.473648,No,3,81,37,28,10,1,0,0.7857143,0.6428572,0.1428571,2.714286
30467,Female,2.370979,No,2,76,35,27,12,0,1,4.142857,4.142857,0,5
30811,Male,3.266256,No,3,75,33,24,10,0,1,3.571429,2,1.571429,4
30572,Male,3.422313,No,1,73,36,22,11,0,0,3.714286,2.428571,1.285714,1.285714
30568,Female,2.945927,No,3,83,36,30,9,0,0,5,4.857142,0.1428571,2.714286
